1000	8.1200036220e-05
2000	1.6570009757e-04
3000	2.4139997549e-04
4000	2.9730005190e-04
5000	4.4140010141e-04
6000	4.4560001697e-04
7000	5.4230005480e-04
8000	6.0370005667e-04
9000	6.9549994078e-04
10000	8.3490007091e-04
11000	9.2060002498e-04
12000	1.0983999819e-03
13000	1.0934000602e-03
14000	1.4019999653e-03
15000	1.6046999954e-03
16000	1.4279000461e-03
17000	1.6436000587e-03
18000	2.6664000470e-03
19000	1.9059999613e-03
20000	2.0235000411e-03
21000	2.5281000417e-03
22000	2.0306000952e-03
23000	2.0197000122e-03
24000	2.1052999655e-03
25000	3.0051000649e-03
26000	2.9755999567e-03
27000	3.1545999227e-03
28000	3.2152000349e-03
29000	3.6884000292e-03
30000	3.5272999667e-03
31000	3.6958999699e-03
32000	3.3838000381e-03
33000	4.6198000200e-03
34000	3.3189000096e-03
35000	3.1335999956e-03
36000	3.4368999768e-03
37000	3.3548000501e-03
38000	3.3613999840e-03
39000	3.4936999436e-03
40000	3.5293999827e-03
41000	3.7409999641e-03
42000	3.7938000169e-03
43000	3.8399000186e-03
44000	4.3387999758e-03
45000	4.0196999907e-03
46000	4.1616000235e-03
47000	4.3521999614e-03
48000	4.3618000345e-03
49000	4.4023999944e-03
50000	4.8248999519e-03
51000	5.0887999823e-03
52000	4.9752000486e-03
53000	6.5417999867e-03
54000	5.3511000006e-03
55000	6.6333999857e-03
56000	7.1045999648e-03
57000	5.4716001032e-03
58000	6.3454000046e-03
59000	5.4861999815e-03
60000	5.6343000615e-03
61000	5.6582000107e-03
62000	5.8974999702e-03
63000	6.0308000538e-03
64000	5.8647999540e-03
65000	6.0058999807e-03
66000	6.1185000231e-03
67000	6.2614000635e-03
68000	6.5639000386e-03
69000	6.4965999918e-03
70000	6.6157999681e-03
71000	6.7143000197e-03
72000	6.8484999938e-03
73000	6.8417999428e-03
74000	6.9690999808e-03
75000	7.1033000713e-03
76000	7.3330000741e-03
77000	7.2012000019e-03
78000	8.0693999771e-03
79000	7.9411000479e-03
80000	8.7432999862e-03
81000	7.6692999573e-03
82000	9.4972000225e-03
83000	9.6550000599e-03
84000	8.4659000859e-03
85000	8.2213999704e-03
86000	8.1744999625e-03
87000	8.3702000557e-03
88000	8.5945000174e-03
89000	8.5631000111e-03
90000	8.6652999744e-03
91000	8.6521999910e-03
92000	8.8072000071e-03
93000	9.2228999129e-03
94000	9.0446000686e-03
95000	9.1138000134e-03
96000	9.3019999331e-03
97000	9.4716000604e-03
98000	1.0049400036e-02
99000	1.0395999998e-02
100000	1.1265200097e-02
101000	9.8041000310e-03
102000	1.0272199987e-02
103000	1.1130200000e-02
104000	1.0178199969e-02
105000	1.0464200052e-02
106000	1.0262500029e-02
107000	1.0592899984e-02
108000	1.0492700036e-02
109000	1.0800600052e-02
110000	1.0872400017e-02
111000	1.0763900005e-02
112000	1.0950700031e-02
113000	1.0911399964e-02
114000	1.1817599996e-02
115000	1.3712599990e-02
116000	1.3108900050e-02
117000	1.2814100017e-02
118000	1.1611299939e-02
119000	1.1845499976e-02
120000	1.1996799964e-02
121000	1.1838900042e-02
122000	1.2487999978e-02
123000	1.3112300076e-02
124000	1.2348899967e-02
125000	1.2257000082e-02
126000	1.2591999955e-02
127000	1.2475199997e-02
128000	1.3234800077e-02
129000	1.5097599942e-02
130000	1.6369299963e-02
131000	1.4772000024e-02
132000	1.5580100007e-02
133000	1.5404800070e-02
134000	1.4063299983e-02
135000	1.7286600079e-02
136000	1.7953900038e-02
137000	1.7757999944e-02
138000	2.1333200042e-02
139000	1.6450399999e-02
140000	1.4189600013e-02
141000	1.4715899946e-02
142000	1.4715899946e-02
143000	1.4338399982e-02
144000	1.4400300104e-02
145000	1.4697300037e-02
146000	1.4475599979e-02
147000	1.4598799986e-02
148000	1.4876300003e-02
149000	1.4882600051e-02
150000	1.6042900039e-02
151000	1.6810899950e-02
152000	1.6862000106e-02
153000	1.5398600022e-02
154000	1.5270100092e-02
155000	1.5487600002e-02
156000	1.5896299970e-02
157000	1.5736599918e-02
158000	1.5776899992e-02
159000	1.5942000085e-02
160000	1.5764700016e-02
161000	1.8373299972e-02
162000	1.7927299952e-02
163000	1.6110699973e-02
164000	1.6709999996e-02
165000	1.6396299936e-02
166000	1.6546800034e-02
167000	1.6914800042e-02
168000	1.6756400000e-02
169000	1.7101700068e-02
170000	1.7150599975e-02
171000	1.9721299992e-02
172000	1.8581899931e-02
173000	1.8543999991e-02
174000	2.2665599943e-02
175000	2.2156500025e-02
176000	1.8673300045e-02
177000	2.2171999910e-02
178000	2.1717500058e-02
179000	2.2072799969e-02
180000	2.1912100026e-02
181000	2.3858399945e-02
182000	1.9815399894e-02
183000	2.1001499961e-02
184000	1.8694399972e-02
185000	1.8628699938e-02
186000	1.9060899969e-02
187000	1.9445299986e-02
188000	2.1121300058e-02
189000	1.8941999995e-02
190000	1.9146600040e-02
191000	1.9300200045e-02
192000	1.9324499997e-02
193000	1.9585800008e-02
194000	1.9636800047e-02
195000	1.9710600027e-02
196000	1.9751600106e-02
197000	2.3117500008e-02
198000	2.0425099996e-02
199000	2.0389200072e-02
200000	2.0212700008e-02
201000	2.0495699951e-02
202000	2.0546099986e-02
203000	2.0766000031e-02
204000	2.0776999998e-02
205000	2.2546499968e-02
206000	2.1234599990e-02
207000	2.1164200036e-02
208000	2.1332800039e-02
209000	2.1424100036e-02
210000	2.1519300062e-02
211000	2.1522799972e-02
212000	2.1780599956e-02
213000	2.3983399966e-02
214000	2.2143000038e-02
215000	2.2168500000e-02
216000	2.2563399980e-02
217000	2.3165600025e-02
218000	2.2424799972e-02
219000	2.2497399943e-02
220000	2.2450599936e-02
221000	2.5978599908e-02
222000	2.6481500012e-02
223000	2.2792399977e-02
224000	2.3017799947e-02
225000	2.2912099957e-02
226000	2.2940500057e-02
227000	2.3175699986e-02
228000	2.6639500051e-02
229000	2.4479600019e-02
230000	2.3486299906e-02
231000	2.3351800046e-02
232000	2.3680799990e-02
233000	2.3875599960e-02
234000	2.4029099965e-02
235000	2.6769999997e-02
236000	2.4653200060e-02
237000	2.4771800032e-02
238000	2.4375300040e-02
239000	2.4584200000e-02
240000	2.4391299929e-02
241000	2.4862800026e-02
242000	2.5390400086e-02
243000	2.5307800039e-02
244000	2.4902699981e-02
245000	2.4991900078e-02
246000	2.5451300084e-02
247000	2.5320700021e-02
248000	2.5512799970e-02
249000	2.5970899966e-02
250000	2.8499800013e-02
251000	2.6062199962e-02
252000	2.6299300021e-02
253000	2.5956399972e-02
254000	2.6228899951e-02
255000	2.6042600046e-02
256000	2.8864699998e-02
257000	2.6457200060e-02
258000	2.7028999990e-02
259000	2.6705300086e-02
260000	2.7502699988e-02
261000	2.7058999985e-02
262000	2.7589000063e-02
263000	2.8380000032e-02
264000	2.7523699915e-02
265000	2.7465600055e-02
266000	2.7767000021e-02
267000	2.7762899990e-02
268000	2.9228499974e-02
269000	3.2380699995e-02
270000	2.8045000043e-02
271000	2.8124999953e-02
272000	2.8421099996e-02
273000	2.8485599905e-02
274000	2.8800199972e-02
275000	3.1443399959e-02
276000	2.8909699991e-02
277000	2.8945600032e-02
278000	2.9147100053e-02
279000	2.9050100013e-02
280000	2.9511500034e-02
281000	3.1610500067e-02
282000	3.2308300026e-02
283000	2.9918999993e-02
284000	3.0185900046e-02
285000	2.9674699996e-02
286000	3.0673100031e-02
287000	3.1302400050e-02
288000	3.0250299955e-02
289000	3.0143300071e-02
290000	3.0207899981e-02
291000	3.0386100058e-02
292000	3.1434400007e-02
293000	3.1891299994e-02
294000	3.0662099947e-02
295000	3.0851599993e-02
296000	3.0853100005e-02
297000	3.2722099917e-02
298000	3.3717700047e-02
299000	3.1955000013e-02
300000	3.1440099934e-02
301000	3.1295799999e-02
302000	3.1707699993e-02
303000	3.2382700010e-02
304000	3.2382900012e-02
305000	3.2093500020e-02
306000	3.2094800030e-02
307000	3.1964799971e-02
308000	3.2245500013e-02
309000	3.6195199937e-02
310000	3.9023399935e-02
311000	3.3630699967e-02
312000	3.2725899946e-02
313000	3.2860699925e-02
314000	3.5863000085e-02
315000	3.2962199999e-02
316000	3.3402100089e-02
317000	3.3355899970e-02
318000	3.3368999953e-02
319000	3.4955500043e-02
320000	3.3827699954e-02
321000	3.3725999994e-02
322000	3.3908800106e-02
323000	3.5871200031e-02
324000	3.5423900001e-02
325000	3.3982699970e-02
326000	3.4085100051e-02
327000	3.4204700030e-02
328000	3.4438900067e-02
329000	3.4826199990e-02
330000	3.4585500020e-02
331000	3.4810899990e-02
332000	3.4919700003e-02
333000	3.4766900004e-02
334000	3.6407999927e-02
335000	3.7380599999e-02
336000	3.5394400009e-02
337000	3.5521400045e-02
338000	3.5525699961e-02
339000	3.6980399978e-02
340000	3.5874100053e-02
341000	3.5810600035e-02
342000	3.5862899967e-02
343000	3.6039000028e-02
344000	3.9451399934e-02
345000	4.2563399998e-02
346000	3.6638900056e-02
